,app_name,exercise_segment,facility,fromhost_ip,hostname,message,procid,programname,severity,timegenerated,timereported,timestamp
84429,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:23:23+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:23:23 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.1.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:23:23.218120+01:00,2019-03-19T11:23:23+01:00,1552991003218
25588,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:07:09 | 200 #033[0m|    7.736812ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:07:09.155287+01:00,2019-03-19T11:07:09+01:00,1552990029155
72240,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:20:01+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:20:01 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:20:01.837188+01:00,2019-03-19T11:20:01+01:00,1552990801837
28026,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:07:50+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:07:50 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (6ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=6 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:07:50.483915+01:00,2019-03-19T11:07:50+01:00,1552990070483
64631,apache-srv-ups,blue-team-3,16,10.7.103.28,ups," 10.0.3.33 - - [19/Mar/2019:10:18:17 +0100] 10.0.2.28 ""GET / HTTP/1.1"" 302 - ""-"" ""-"" 37 80",,apache-srv-ups,6,2019-03-19T11:17:54.113787+01:00,2019-03-19T10:18:20+01:00,1552990674113
56360,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:15:38+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:15:38 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:15:38.760809+01:00,2019-03-19T11:15:38+01:00,1552990538760
73216,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:20:22+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:20:22 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.1.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:20:22.871899+01:00,2019-03-19T11:20:22+01:00,1552990822871
186382,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:50:10 | 200 #033[0m|      963.97µs |       10.4.2.27 |  GET #033[0m    /api/v1/incidents,25466.0,gendpoint,6,2019-03-19T11:50:10.655121+01:00,2019-03-19T11:50:10+01:00,1552992610655
161204,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:44:10 | 200 #033[0m|    2.580717ms |       10.0.3.33 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:44:10.998146+01:00,2019-03-19T11:44:10+01:00,1552992250998
55298,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:15:24 | 200 #033[0m|     475.045µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:15:24.713642+01:00,2019-03-19T11:15:24+01:00,1552990524713
139455,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:38:31+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:38:31 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:38:31.740420+01:00,2019-03-19T11:38:31+01:00,1552991911740
44779,sudo,blue-team-1,10,10.7.101.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -sU -Pn -p 464 10.0.2.22,,sudo,5,2019-03-19T11:12:26.635275+01:00,2019-03-19T11:12:26+01:00,1552990346635
57470,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:15:59 | 200 #033[0m|    1.302493ms |       10.4.2.27 |  GET #033[0m    /api/v1/incidents,25466.0,gendpoint,6,2019-03-19T11:15:59.561568+01:00,2019-03-19T11:15:59+01:00,1552990559561
111095,sudo,blue-team-4,10,10.7.104.44,desktop3,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -sU -Pn -p 389 10.0.2.22,,sudo,5,2019-03-19T11:30:31.278055+01:00,2019-03-19T11:30:31+01:00,1552991431278
89239,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:24:34 | 200 #033[0m|    7.067924ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:24:34.032927+01:00,2019-03-19T11:24:34+01:00,1552991074032
115257,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:31:41 | 200 #033[0m|   10.712051ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:31:41.472835+01:00,2019-03-19T11:31:41+01:00,1552991501472
35278,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:09:44 | 200 #033[0m|    7.002297ms |       10.1.2.27 |  GET #033[0m    /api/v1/units/status,25367.0,gendpoint,6,2019-03-19T11:09:44.760008+01:00,2019-03-19T11:09:44+01:00,1552990184760
182647,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:49:13 | 200 #033[0m|    3.782008ms |       10.3.2.27 |  GET #033[0m    /api/v1/connection-check,25433.0,gendpoint,6,2019-03-19T11:49:13.718447+01:00,2019-03-19T11:49:13+01:00,1552992553718
101373,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:27:55+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:27:55 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:27:55.270923+01:00,2019-03-19T11:27:55+01:00,1552991275270
143666,postfix,blue-team-1,2,10.7.101.12,mail, lost connection after CONNECT from unknown[10.0.3.32],16607.0,postfix,6,2019-03-19T11:39:27.632147+01:00,2019-03-19T10:40:17+01:00,1552991967632
113813,journal,blue-team-5,1,10.7.105.13,dns, 19 Mar 09:32:07 ntpd[1]: local_clock: ntp_loopfilter.c line 817: ntp_adjtime: Operation not permitted,,journal,6,2019-03-19T11:31:20.726229+01:00,2019-03-19T10:32:07+01:00,1552991480726
152449,nagios3,blue-team-3,1,10.7.103.250,nagios-scoring-blue3, HOST NOTIFICATION: root;blue3-dmz-web-win12;DOWN;notify-host-by-email;PING CRITICAL - Packet loss = 100%,,nagios3,6,2019-03-19T11:41:52.033818+01:00,2019-03-19T11:41:52+01:00,1552992112033
50954,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:14:18+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:14:18 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (10ms)"" clientIP=10.6.2.27 dataLength=1452 hostname=global-app latency=10 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:14:18.913775+01:00,2019-03-19T11:14:18+01:00,1552990458913
182185,sudo,blue-team-1,10,10.7.101.45,desktop4,   nagios : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 389 10.0.2.22,,sudo,5,2019-03-19T11:49:08.168548+01:00,2019-03-19T11:49:08+01:00,1552992548168
108816,apache-global-web,global,16,10.7.100.2,global-web," 10.6.3.32 - - [19/Mar/2019:11:29:58 +0100] chmelglobe.ex ""GET / HTTP/1.1"" 301 568 ""-"" ""-"" 0 80",,apache-global-web,6,2019-03-19T11:29:58.512523+01:00,2019-03-19T11:29:58+01:00,1552991398512
85906,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:23:45+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:23:45 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:23:45.743882+01:00,2019-03-19T11:23:45+01:00,1552991025743
63871,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:17:44+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:17:44 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:17:44.232090+01:00,2019-03-19T11:17:44+01:00,1552990664232
181005,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:48:46+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:48:46 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:48:46.841751+01:00,2019-03-19T11:48:46+01:00,1552992526841
168139,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:45:42 | 200 #033[0m|    2.352388ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:45:42.159701+01:00,2019-03-19T11:45:42+01:00,1552992342159
26319,named,global,3,10.7.100.3,ns, client 10.5.2.25#52465 (govcert.ex): query: govcert.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:07:21.233636+01:00,2019-03-19T11:07:21+01:00,1552990041233
62065,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:17:11+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:17:11 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:17:11.432447+01:00,2019-03-19T11:17:11+01:00,1552990631432
80354,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:22:11+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:22:11 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:22:11.779462+01:00,2019-03-19T11:22:11+01:00,1552990931779
27629,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:07:42+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:07:42 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:07:42.890344+01:00,2019-03-19T11:07:42+01:00,1552990062890
184090,dbus,blue-team-5,3,10.7.105.29,monitoring, [system] Activating via systemd: service name='org.freedesktop.nm_dispatcher' unit='dbus-org.freedesktop.nm-dispatcher.service',690.0,dbus,5,2019-03-19T11:49:33.059472+01:00,2019-03-19T11:49:33+01:00,1552992573059
49236,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:13:43+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:13:43 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.1.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:13:43.125110+01:00,2019-03-19T11:13:43+01:00,1552990423125
67555,apache-global-web,global,16,10.7.100.2,global-web," 10.4.4.43 - - [19/Mar/2019:11:18:36 +0100] chmelglobe.ex ""GET / HTTP/1.1"" 301 568 ""-"" ""-"" 0 80",,apache-global-web,6,2019-03-19T11:18:36.663707+01:00,2019-03-19T11:18:36+01:00,1552990716663
100979,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:27:46+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:27:46 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.1.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:27:46.315730+01:00,2019-03-19T11:27:46+01:00,1552991266315
190716,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:51:07 | 200 #033[0m|    7.154515ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:51:07.812102+01:00,2019-03-19T11:51:07+01:00,1552992667812
152261,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:41:48 | 200 #033[0m|    3.578057ms |       10.6.2.27 |  GET #033[0m    /api/v1/connection-check,25534.0,gendpoint,6,2019-03-19T11:41:48.427708+01:00,2019-03-19T11:41:48+01:00,1552992108427
63469,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:17:39+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:17:39 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:17:39.532070+01:00,2019-03-19T11:17:39+01:00,1552990659532
108756,sudo,blue-team-6,10,10.7.106.45,desktop4,     kypo : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:29:58.145510+01:00,2019-03-19T11:29:58+01:00,1552991398145
75506,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:20:53+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:20:53 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:20:53.222974+01:00,2019-03-19T11:20:53+01:00,1552990853222
162238,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:44:27 | 200 #033[0m|     823.283µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:44:27.572671+01:00,2019-03-19T11:44:27+01:00,1552992267572
55195,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:15:22+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:15:22 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (9ms)"" clientIP=10.3.2.27 dataLength=1452 hostname=global-app latency=9 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:15:22.782239+01:00,2019-03-19T11:15:22+01:00,1552990522782
74492,sudo,global,10,10.7.100.5,desktop1, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:20:43.644657+01:00,2019-03-19T11:20:43+01:00,1552990843644
185892,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:50:02 | 200 #033[0m|    3.957027ms |       10.6.2.27 |  GET #033[0m    /api/v1/connection-check,25534.0,gendpoint,6,2019-03-19T11:50:02.784167+01:00,2019-03-19T11:50:02+01:00,1552992602784
64257,sudo,blue-team-5,10,10.7.105.44,desktop3, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:17:48.097386+01:00,2019-03-19T11:17:48+01:00,1552990668097
145337,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:39:56 | 200 #033[0m|    6.520608ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:39:56.112131+01:00,2019-03-19T11:39:56+01:00,1552991996112
72801,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:20:13 | 200 #033[0m|    1.009361ms |       10.5.2.27 |  GET #033[0m    /api/v1/incidents,25498.0,gendpoint,6,2019-03-19T11:20:13.736097+01:00,2019-03-19T11:20:13+01:00,1552990813736
134062,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:36:48+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:36:48 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.1.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:36:48.923158+01:00,2019-03-19T11:36:48+01:00,1552991808923
78665,systemd,global,3,10.7.100.114,attacker4, Started Network Manager Script Dispatcher Service.,1.0,systemd,6,2019-03-19T11:21:40.191445+01:00,2019-03-19T11:21:40+01:00,1552990900191
106696,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:29:29+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:29:29 +0100] \""GET /api/v1/stratum-one\"" 200 31 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.1.2.27 dataLength=31 hostname=global-app latency=1 method=GET path=/api/v1/stratum-one referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:29:29.198181+01:00,2019-03-19T11:29:29+01:00,1552991369198
43217,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:12:00 | 200 #033[0m|     595.292µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:12:00.306222+01:00,2019-03-19T11:12:00+01:00,1552990320306
119435,dovecot,blue-team-5,2,10.7.105.12,mail," pop3-login: Disconnected (no auth attempts in 0 secs): user=<>, rip=10.0.3.32, lip=10.0.1.12, TLS handshaking: Disconnected, session=<vbMUM2+Ed90KAAMg>",,dovecot,6,2019-03-19T11:32:50.331534+01:00,2019-03-19T10:33:36+01:00,1552991570331
181064,NetworkManager,blue-team-2,3,10.7.102.13,dns, <info>  [1552988961.9793] dhcp4 (eth0):   address 10.0.1.13,431.0,NetworkManager,6,2019-03-19T11:48:48.050636+01:00,2019-03-19T10:49:21+01:00,1552992528050
143078,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:39:20 | 200 #033[0m|    3.934904ms |       10.1.2.27 |  GET #033[0m    /api/v1/connection-check,25367.0,gendpoint,6,2019-03-19T11:39:20.069017+01:00,2019-03-19T11:39:20+01:00,1552991960069
110142,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:30:21 | 200 #033[0m|    6.288466ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:30:21.181786+01:00,2019-03-19T11:30:21+01:00,1552991421181
17890,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:05:00+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:05:00 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=7 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:05:00.131378+01:00,2019-03-19T11:05:00+01:00,1552989900131
4045,NetworkManager,blue-team-2,0,10.7.102.25,menu, <info>  [1552989668.0797] dhcp4 (ens8): state changed bound -> bound,709.0,NetworkManager,6,2019-03-19T11:01:08.078983+01:00,2019-03-19T11:01:08+01:00,1552989668078
121668,named,global,3,10.7.100.3,ns, client 4.122.55.5#60555 (12.11.66.9.in-addr.arpa): query: 12.11.66.9.in-addr.arpa IN PTR + (4.122.55.3),4630.0,named,6,2019-03-19T11:33:25.894734+01:00,2019-03-19T11:33:25+01:00,1552991605894
40778,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:11:26 | 200 #033[0m|    3.923092ms |       10.3.2.27 |  GET #033[0m    /api/v1/connection-check,25433.0,gendpoint,6,2019-03-19T11:11:26.187914+01:00,2019-03-19T11:11:26+01:00,1552990286187
16651,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:04:37 | 200 #033[0m|    4.389762ms |       10.1.2.27 |  GET #033[0m    /api/v1/connection-check,25367.0,gendpoint,6,2019-03-19T11:04:37.762602+01:00,2019-03-19T11:04:37+01:00,1552989877762
179255,named,global,3,10.7.100.3,ns, client 4.122.55.5#48228 (12.11.66.9.in-addr.arpa): query: 12.11.66.9.in-addr.arpa IN PTR + (4.122.55.3),4630.0,named,6,2019-03-19T11:48:25.866219+01:00,2019-03-19T11:48:25+01:00,1552992505866
185983,dhclient,blue-team-1,3,10.7.101.34,DESKTOP-GSWX1ELN, DHCPACK of 10.0.3.34 from 10.0.3.1,507.0,dhclient,6,2019-03-19T11:50:04.426322+01:00,2019-03-19T11:50:04+01:00,1552992604426
99595,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:27:25 | 200 #033[0m|   12.380578ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:27:25.704900+01:00,2019-03-19T11:27:25+01:00,1552991245704
